food_name,serving_size_g,calories,protein,fat,carbohydrates,sugar,sodium,fiber,calories_from_macro,protein_per_calorie,fat_per_calorie,carbs_per_calorie,calorie_category,is_high_protein,is_high_fiber,is_high_sodium
masak puteh,100.0,195.0,16.5,9.5,7.5,1.5,540.0,1.2,181.5,0.0846,0.0487,0.0385,sedang,1,0,0
masako sapi,100.0,245.0,14.5,9.5,28.5,8.5,2014.0,2.5,257.5,0.0592,0.0388,0.1163,sedang,0,0,1
matcha latte,100.0,175.0,5.5,7.5,22.5,18.5,95.0,0.5,179.5,0.0314,0.0429,0.1286,sedang,0,0,0
matoa,100.0,76.0,1.2,0.3,18.5,14.5,2.0,1.5,81.5,0.0158,0.0039,0.2434,rendah,0,0,0
melon,100.0,34.0,0.8,0.2,8.2,7.9,16.0,0.9,37.8,0.0235,0.0059,0.2412,rendah,0,0,0
mendol,100.0,215.0,11.5,11.5,14.5,2.0,480.0,4.5,207.5,0.0535,0.0535,0.0674,sedang,0,0,0
mendut,100.0,215.0,3.5,5.5,38.5,18.5,65.0,1.5,217.5,0.0163,0.0256,0.1791,sedang,0,0,0
mentega kuning,100.0,717.0,0.9,81.1,0.1,0.1,643.0,0.0,733.9,0.0013,0.1131,0.0001,sangat tinggi,0,0,1
mentega putih,100.0,884.0,0.5,99.5,0.0,0.0,0.0,0.0,897.5,0.0006,0.1126,0.0,sangat tinggi,0,0,0
mentega tawar,100.0,717.0,0.9,81.1,0.1,0.1,11.0,0.0,733.9,0.0013,0.1131,0.0001,sangat tinggi,0,0,0
merica bubuk,100.0,251.0,10.4,3.3,63.9,0.6,20.0,25.3,326.9,0.0414,0.0131,0.2546,sedang,0,1,0
merica hitam bubuk,100.0,251.0,10.4,3.3,63.9,0.6,20.0,25.3,326.9,0.0414,0.0131,0.2546,sedang,0,1,0
merica hitam bubuk halus,100.0,251.0,10.4,3.3,63.9,0.6,20.0,25.3,326.9,0.0414,0.0131,0.2546,sedang,0,1,0
merica hitam utuh,100.0,251.0,10.4,3.3,63.9,0.6,20.0,25.3,326.9,0.0414,0.0131,0.2546,sedang,0,1,0
merica putih bubuk,100.0,296.0,10.4,2.1,68.6,0.0,5.0,26.2,334.9,0.0351,0.0071,0.2318,sedang,0,1,0
merica putih bubuk halus,100.0,296.0,10.4,2.1,68.6,0.0,5.0,26.2,334.9,0.0351,0.0071,0.2318,sedang,0,1,0
merica putih utuh,100.0,296.0,10.4,2.1,68.6,0.0,5.0,26.2,334.9,0.0351,0.0071,0.2318,sedang,0,1,0
mesoyi,100.0,285.0,5.5,8.5,48.5,0.5,12.0,14.5,292.5,0.0193,0.0298,0.1702,sedang,0,1,0
mi belitung,100.0,295.0,11.5,10.5,36.5,2.5,720.0,2.0,286.5,0.039,0.0356,0.1237,sedang,0,0,1
mi koba bangka,100.0,285.0,12.5,9.5,35.5,2.5,720.0,2.0,277.5,0.0439,0.0333,0.1246,sedang,0,0,1
mi tarempa,100.0,315.0,14.5,11.5,37.5,2.5,740.0,2.0,311.5,0.046,0.0365,0.119,tinggi,0,0,1
mi tiaw kalbar,100.0,295.0,11.5,9.5,38.5,2.5,720.0,2.0,285.5,0.039,0.0322,0.1305,sedang,0,0,1
micin penyedap,100.0,0.0,0.0,0.0,0.0,0.0,2014.0,0.0,0.0,0.0,0.0,0.0,rendah,0,0,1
mie aceh,100.0,335.0,14.5,13.5,38.0,3.0,780.0,2.3,331.5,0.0433,0.0403,0.1134,tinggi,0,0,1
mie aceh kepiting,100.0,365.0,18.5,14.5,38.0,3.0,820.0,2.3,356.5,0.0507,0.0397,0.1041,tinggi,1,0,1
mie aceh udang,100.0,345.0,16.5,13.5,38.5,3.0,800.0,2.2,341.5,0.0478,0.0391,0.1116,tinggi,1,0,1
mie aci,100.0,348.0,0.5,0.5,86.5,0.5,8.0,0.8,352.5,0.0014,0.0014,0.2486,tinggi,0,0,0
mie ayam,100.0,320.0,15.2,11.8,38.4,2.0,720.0,2.1,320.6,0.0475,0.0369,0.12,tinggi,1,0,1
mie bangka,100.0,310.0,13.5,11.5,37.0,2.5,700.0,2.0,305.5,0.0435,0.0371,0.1194,tinggi,0,0,1
mie celor jambi,100.0,285.0,13.5,9.5,38.5,2.5,720.0,2.0,293.5,0.0474,0.0333,0.1351,sedang,0,0,1
mie celor palembang,100.0,320.0,13.0,12.0,37.5,2.5,720.0,2.0,310.0,0.0406,0.0375,0.1172,tinggi,0,0,1
mie cup,100.0,435.0,9.5,18.5,60.5,2.5,1980.0,2.5,446.5,0.0218,0.0425,0.1391,tinggi,0,0,1
mie cwie malang,100.0,295.0,13.5,10.5,38.5,2.5,720.0,2.0,302.5,0.0458,0.0356,0.1305,sedang,0,0,1
mie godog jawa,100.0,285.0,11.5,9.5,38.5,2.5,720.0,2.0,285.5,0.0404,0.0333,0.1351,sedang,0,0,1
mie gomak medan,100.0,285.0,10.5,10.0,37.0,2.5,660.0,2.0,280.0,0.0368,0.0351,0.1298,sedang,0,0,1
mie goreng jawa,100.0,310.0,9.0,12.5,40.0,3.5,850.0,2.2,308.5,0.029,0.0403,0.129,tinggi,0,0,1
mie instan kering,100.0,425.0,9.5,17.5,60.5,2.0,1850.0,2.5,437.5,0.0224,0.0412,0.1424,tinggi,0,0,1
mie kangkung,100.0,285.0,11.5,9.5,38.5,2.0,720.0,2.0,285.5,0.0404,0.0333,0.1351,sedang,0,0,1
mie kering madura,100.0,295.0,12.5,9.5,40.5,2.5,720.0,2.0,297.5,0.0424,0.0322,0.1373,sedang,0,0,1
mie keriting siantar,100.0,295.0,11.5,9.5,38.5,2.5,720.0,2.0,285.5,0.039,0.0322,0.1305,sedang,0,0,1
mie kicang madiun,100.0,285.0,11.5,9.5,38.5,2.5,720.0,2.0,285.5,0.0404,0.0333,0.1351,sedang,0,0,1
mie koclok cirebon,100.0,275.0,10.5,10.0,34.5,2.2,650.0,1.8,270.0,0.0382,0.0364,0.1255,sedang,0,0,1
mie kocok bandung,100.0,285.0,11.5,10.5,35.0,2.0,680.0,1.8,280.5,0.0404,0.0368,0.1228,sedang,0,0,1
mie kopyok,100.0,265.0,9.5,8.5,36.0,2.0,640.0,1.8,258.5,0.0358,0.0321,0.1358,sedang,0,0,1
mie lendir batam,100.0,285.0,12.5,9.5,35.5,2.0,720.0,2.0,277.5,0.0439,0.0333,0.1246,sedang,0,0,1
mie lethek bantul,100.0,285.0,10.0,10.5,36.5,2.0,680.0,2.0,280.5,0.0351,0.0368,0.1281,sedang,0,0,1
mie ongklok,100.0,285.0,11.5,9.5,38.5,2.5,720.0,2.0,285.5,0.0404,0.0333,0.1351,sedang,0,0,1
mie pangsit,100.0,305.0,13.0,11.0,37.5,2.5,720.0,2.0,301.0,0.0426,0.0361,0.123,tinggi,0,0,1
mie pansit,100.0,295.0,13.0,11.0,37.5,2.5,720.0,2.0,301.0,0.0441,0.0373,0.1271,sedang,0,0,1
mie pentil pacitan,100.0,285.0,10.5,8.5,38.5,2.0,720.0,2.0,272.5,0.0368,0.0298,0.1351,sedang,0,0,1
mie pinangsia,100.0,295.0,12.5,10.5,38.5,2.5,720.0,2.0,298.5,0.0424,0.0356,0.1305,sedang,0,0,1
mie rebus,100.0,245.0,8.5,8.5,34.0,2.5,720.0,2.0,246.5,0.0347,0.0347,0.1388,sedang,0,0,1
mie sagu,100.0,350.0,0.3,0.3,86.0,0.0,5.0,0.5,347.9,0.0009,0.0009,0.2457,tinggi,0,0,0
mie sagu riau,100.0,245.0,6.5,7.5,38.5,2.5,480.0,1.5,247.5,0.0265,0.0306,0.1571,sedang,0,0,0
mie shirataki,100.0,9.0,0.0,0.0,3.0,0.0,5.0,2.5,12.0,0.0,0.0,0.3333,rendah,0,0,0
mie sop medan,100.0,285.0,11.5,9.5,38.5,2.5,720.0,2.0,285.5,0.0404,0.0333,0.1351,sedang,0,0,1
mie tek-tek,100.0,295.0,9.5,10.5,39.0,3.0,780.0,2.1,288.5,0.0322,0.0356,0.1322,sedang,0,0,1
mie telur kering,100.0,384.0,14.5,6.5,70.5,1.5,540.0,2.0,398.5,0.0378,0.0169,0.1836,tinggi,0,0,0
mie titi makassar,100.0,325.0,13.5,12.5,38.5,2.5,720.0,2.0,320.5,0.0415,0.0385,0.1185,tinggi,0,0,1
mie yamin,100.0,315.0,13.0,11.5,38.5,3.2,720.0,2.0,309.5,0.0413,0.0365,0.1222,tinggi,0,0,1
minyak goreng curah,100.0,235.0,0.0,100.0,0.0,0.0,0.0,0.0,900.0,0.0,0.4255,0.0,sedang,0,0,0
minyak ikan,100.0,902.0,0.0,100.0,0.0,0.0,0.0,0.0,900.0,0.0,0.1109,0.0,sangat tinggi,0,0,0
minyak kelapa,100.0,862.0,0.0,52.25,0.0,0.0,0.0,0.0,470.25,0.0,0.0606,0.0,sangat tinggi,0,0,0
minyak kemiri,100.0,884.0,0.0,100.0,0.0,0.0,0.0,0.0,900.0,0.0,0.1131,0.0,sangat tinggi,0,0,0
minyak samin,100.0,876.0,0.5,99.5,0.0,0.0,5.0,0.0,897.5,0.0006,0.1136,0.0,sangat tinggi,0,0,0
minyak sawit,100.0,884.0,0.0,100.0,0.0,0.0,0.0,0.0,900.0,0.0,0.1131,0.0,sangat tinggi,0,0,0
minyak wijen,100.0,884.0,0.0,100.0,0.0,0.0,0.0,0.0,900.0,0.0,0.1131,0.0,sangat tinggi,0,0,0
minyak zaitun,100.0,884.0,0.0,100.0,0.0,0.0,2.0,0.0,900.0,0.0,0.1131,0.0,sangat tinggi,0,0,0
miso,100.0,199.0,12.8,6.0,26.5,6.2,2014.0,5.4,211.2,0.0643,0.0302,0.1332,sedang,0,1,1
misro,100.0,235.0,2.5,9.5,35.5,14.5,145.0,1.5,237.5,0.0106,0.0404,0.1511,sedang,0,0,0
model palembang,100.0,195.0,10.5,5.5,28.5,2.0,580.0,0.8,205.5,0.0538,0.0282,0.1462,sedang,0,0,0
mundu,100.0,58.0,0.8,0.3,14.5,9.5,3.0,2.0,63.9,0.0138,0.0052,0.25,rendah,0,0,0
na'siang,100.0,195.0,16.5,9.5,8.5,2.0,540.0,1.8,185.5,0.0846,0.0487,0.0436,sedang,1,0,0
nagasari,100.0,195.0,2.5,4.5,36.5,14.5,85.0,1.5,196.5,0.0128,0.0231,0.1872,sedang,0,0,0
nagasari pandan,100.0,195.0,2.5,4.5,36.5,14.5,85.0,1.5,196.5,0.0128,0.0231,0.1872,sedang,0,0,0
nagasari pisang,100.0,195.0,2.5,4.5,36.5,14.5,85.0,1.5,196.5,0.0128,0.0231,0.1872,sedang,0,0,0
namnam,100.0,45.0,0.6,0.2,11.5,7.5,3.0,1.8,50.2,0.0133,0.0044,0.2556,rendah,0,0,0
nanas,100.0,50.0,0.5,0.1,13.1,9.9,1.0,1.4,55.3,0.01,0.002,0.262,rendah,0,0,0
nangka,100.0,95.0,1.7,0.6,23.2,19.1,2.0,1.5,105.0,0.0179,0.0063,0.2442,rendah,0,0,0
nangka dulang,100.0,95.0,1.7,0.6,23.5,19.5,2.0,1.5,106.2,0.0179,0.0063,0.2474,rendah,0,0,0
nangka lampung,100.0,95.0,1.7,0.6,23.5,19.5,2.0,1.5,106.2,0.0179,0.0063,0.2474,rendah,0,0,0
nangka mini,100.0,92.0,1.7,0.6,23.0,18.5,2.0,1.5,104.2,0.0185,0.0065,0.25,rendah,0,0,0
nangka salak,100.0,95.0,1.7,0.6,23.5,19.5,2.0,1.5,106.2,0.0179,0.0063,0.2474,rendah,0,0,0
naniura ikan mas,100.0,145.0,17.5,5.5,7.5,1.5,540.0,1.5,149.5,0.1207,0.0379,0.0517,sedang,1,0,0
nasi bakar,100.0,215.0,6.0,8.0,30.5,1.8,450.0,1.4,218.0,0.0279,0.0372,0.1419,sedang,0,0,0
nasi balap puyung lombok,100.0,255.0,11.5,9.5,32.5,2.5,520.0,2.0,261.5,0.0451,0.0373,0.1275,sedang,0,0,0
nasi bogana tegal,100.0,270.0,11.0,10.5,31.0,2.0,510.0,1.8,262.5,0.0407,0.0389,0.1148,sedang,0,0,0
nasi briyani,100.0,340.0,12.8,16.2,35.0,3.0,620.0,1.4,337.0,0.0376,0.0476,0.1029,tinggi,0,0,1
nasi campur ayam betutu,100.0,275.0,10.8,11.5,32.0,2.5,580.0,1.8,274.7,0.0393,0.0418,0.1164,sedang,0,0,0
nasi campur bali,100.0,275.0,10.8,11.5,32.0,2.5,580.0,1.8,274.7,0.0393,0.0418,0.1164,sedang,0,0,0
nasi gandul,100.0,285.0,12.5,9.5,38.5,2.5,580.0,1.5,289.5,0.0439,0.0333,0.1351,sedang,0,0,0
nasi gandul pati,100.0,285.0,12.5,9.5,38.5,2.5,580.0,1.5,289.5,0.0439,0.0333,0.1351,sedang,0,0,0
nasi goreng,100.0,236.0,5.8,11.2,29.5,2.1,563.0,1.0,242.0,0.0246,0.0475,0.125,sedang,0,0,0
nasi goreng padang,100.0,245.0,6.5,11.5,30.5,2.5,580.0,1.5,251.5,0.0265,0.0469,0.1245,sedang,0,0,0
nasi grombyang,100.0,245.0,11.5,9.5,32.5,2.0,580.0,1.5,261.5,0.0469,0.0388,0.1327,sedang,0,0,0
nasi gudeg jogja,100.0,310.0,12.5,9.7,44.2,8.5,512.0,3.8,314.1,0.0403,0.0313,0.1426,tinggi,0,0,0
nasi gurih aceh,100.0,245.0,5.5,10.5,33.0,1.8,410.0,1.3,248.5,0.0224,0.0429,0.1347,sedang,0,0,0
nasi jagung,100.0,175.0,4.2,2.5,35.0,2.0,220.0,2.5,179.3,0.024,0.0143,0.2,sedang,0,0,0
nasi jamblang cirebon,100.0,265.0,9.0,10.5,33.0,2.2,520.0,1.8,262.5,0.034,0.0396,0.1245,sedang,0,0,0
nasi jinggo bali,100.0,215.0,8.5,7.5,28.5,2.0,420.0,1.5,215.5,0.0395,0.0349,0.1326,sedang,0,0,0
nasi kapau,100.0,395.0,15.0,18.5,42.5,3.2,750.0,2.0,396.5,0.038,0.0468,0.1076,tinggi,1,0,1
nasi kebuli,100.0,335.0,13.5,15.8,34.0,2.5,580.0,1.5,332.2,0.0403,0.0472,0.1015,tinggi,0,0,0
nasi krawu gresik,100.0,310.0,14.2,12.5,35.0,2.5,620.0,1.8,309.3,0.0458,0.0403,0.1129,tinggi,0,0,1
nasi krechek,100.0,285.0,10.5,9.5,38.5,5.5,540.0,2.0,281.5,0.0368,0.0333,0.1351,sedang,0,0,0
nasi kucing,100.0,195.0,5.5,6.5,28.5,2.5,380.0,1.0,194.5,0.0282,0.0333,0.1462,sedang,0,0,0
nasi kuning,100.0,220.0,4.8,9.5,32.0,1.8,380.0,1.0,232.7,0.0218,0.0432,0.1455,sedang,0,0,0
nasi kuning banjar,100.0,235.0,5.5,9.5,32.5,2.0,410.0,1.2,237.5,0.0234,0.0404,0.1383,sedang,0,0,0
nasi kuning surabaya,100.0,220.0,4.8,9.5,32.0,1.8,380.0,1.0,232.7,0.0218,0.0432,0.1455,sedang,0,0,0
nasi langgi solo,100.0,285.0,10.5,11.0,32.5,2.0,540.0,1.5,271.0,0.0368,0.0386,0.114,sedang,0,0,0
nasi lapola,100.0,235.0,5.5,6.5,38.5,1.5,380.0,1.8,234.5,0.0234,0.0277,0.1638,sedang,0,0,0
nasi lemak,100.0,295.0,7.5,13.5,35.0,2.0,480.0,1.2,291.5,0.0254,0.0458,0.1186,sedang,0,0,0
nasi lengko cirebon,100.0,245.0,9.5,8.5,32.5,2.0,520.0,2.5,244.5,0.0388,0.0347,0.1327,sedang,0,0,0
nasi liwet solo,100.0,205.0,5.0,7.2,31.5,1.3,410.0,1.3,210.8,0.0244,0.0351,0.1537,sedang,0,0,0
nasi liwet sunda,100.0,205.0,5.0,7.2,31.5,1.3,410.0,1.3,210.8,0.0244,0.0351,0.1537,sedang,0,0,0
nasi megono pekalongan,100.0,195.0,5.5,6.5,29.5,1.5,410.0,2.2,198.5,0.0282,0.0333,0.1513,sedang,0,0,0
nasi merah,100.0,165.0,3.8,1.5,33.5,0.8,15.0,2.2,162.7,0.023,0.0091,0.203,sedang,0,0,0
nasi minyak palembang,100.0,265.0,6.5,12.5,33.5,2.0,480.0,1.3,272.5,0.0245,0.0472,0.1264,sedang,0,0,0
nasi ndoreng,100.0,245.0,8.5,7.5,35.5,2.0,480.0,2.5,243.5,0.0347,0.0306,0.1449,sedang,0,0,0
nasi padang,100.0,385.0,14.5,18.0,42.0,3.0,720.0,2.0,388.0,0.0377,0.0468,0.1091,tinggi,0,0,1
nasi pecel kediri,100.0,215.0,7.5,8.5,27.5,2.5,510.0,3.0,216.5,0.0349,0.0395,0.1279,sedang,0,0,0
nasi pecel madiun,100.0,195.0,6.5,8.2,25.0,2.5,480.0,2.8,199.8,0.0333,0.0421,0.1282,sedang,0,0,0
nasi pecel ndeso,100.0,195.0,6.5,8.2,25.0,2.5,480.0,2.8,199.8,0.0333,0.0421,0.1282,sedang,0,0,0
nasi pindang gunungkidul,100.0,245.0,12.5,9.5,28.5,2.0,580.0,1.5,249.5,0.051,0.0388,0.1163,sedang,0,0,0
nasi pindang kudus,100.0,245.0,12.5,9.5,28.5,2.0,580.0,1.5,249.5,0.051,0.0388,0.1163,sedang,0,0,0
nasi putih,100.0,178.0,3.2,0.5,39.5,0.1,8.0,0.6,175.3,0.018,0.0028,0.2219,sedang,0,0,0
nasi puyung,100.0,255.0,11.5,9.5,32.5,2.5,520.0,2.0,261.5,0.0451,0.0373,0.1275,sedang,0,0,0
nasi rawon,100.0,192.0,13.4,11.2,8.6,1.2,712.0,1.4,188.8,0.0698,0.0583,0.0448,sedang,0,0,1
nasi sela,100.0,215.0,5.5,7.5,32.5,2.0,380.0,2.5,219.5,0.0256,0.0349,0.1512,sedang,0,0,0
nasi tepeng gianyar,100.0,245.0,7.5,8.5,35.5,2.5,480.0,2.5,248.5,0.0306,0.0347,0.1449,sedang,0,0,0
nasi tim ayam,100.0,198.0,11.5,5.0,28.0,1.2,450.0,1.0,203.0,0.0581,0.0253,0.1414,sedang,0,0,0
nasi timbel sunda,100.0,200.0,5.2,6.8,30.0,1.2,380.0,1.1,202.0,0.026,0.034,0.15,sedang,0,0,0
nasi tumpeng,100.0,245.0,7.5,8.5,32.5,2.5,410.0,1.5,236.5,0.0306,0.0347,0.1327,sedang,0,0,0
nasi tutug oncom,100.0,240.0,9.5,9.8,30.5,1.8,420.0,2.5,248.2,0.0396,0.0408,0.1271,sedang,0,0,0
nasi tutug oncom tasik,100.0,240.0,9.5,9.8,30.5,1.8,420.0,2.5,248.2,0.0396,0.0408,0.1271,sedang,0,0,0
nasi uduk,100.0,214.0,4.5,8.5,31.0,1.5,420.0,1.2,218.5,0.021,0.0397,0.1449,sedang,0,0,0
nasi ulam betawi,100.0,235.0,6.5,8.5,32.5,1.8,460.0,1.5,232.5,0.0277,0.0362,0.1383,sedang,0,0,0
natto,100.0,211.0,19.4,11.0,12.7,4.9,7.0,5.4,227.4,0.0919,0.0521,0.0602,sedang,1,1,0
nori,100.0,35.0,5.8,0.3,5.1,0.4,47.0,0.3,46.3,0.1657,0.0086,0.1457,rendah,0,0,0
nugget ayam,100.0,295.0,12.5,18.5,18.5,1.5,720.0,1.0,290.5,0.0424,0.0627,0.0627,sedang,0,0,1
nugget ikan,100.0,235.0,13.5,12.5,16.5,1.5,720.0,1.0,232.5,0.0574,0.0532,0.0702,sedang,0,0,1
oblok-oblok,100.0,145.0,4.5,9.5,12.5,2.5,480.0,3.5,153.5,0.031,0.0655,0.0862,sedang,0,0,0
ombus-ombus,100.0,245.0,4.5,5.5,45.5,18.5,65.0,1.5,249.5,0.0184,0.0224,0.1857,sedang,0,0,0
omelet,100.0,195.0,12.5,14.5,4.5,1.0,320.0,0.5,198.5,0.0641,0.0744,0.0231,sedang,0,0,0
omelet keju,100.0,245.0,14.5,18.5,4.5,1.0,580.0,0.5,242.5,0.0592,0.0755,0.0184,sedang,0,0,0
omelet sayur,100.0,175.0,11.5,12.5,4.5,1.5,320.0,1.5,176.5,0.0657,0.0714,0.0257,sedang,0,0,0
oncom,100.0,195.0,13.0,6.0,22.5,2.5,25.0,4.5,196.0,0.0667,0.0308,0.1154,sedang,0,0,0
oncom hitam,100.0,195.0,13.0,6.0,22.5,2.5,25.0,4.5,196.0,0.0667,0.0308,0.1154,sedang,0,0,0
oncom kediri,100.0,195.0,13.0,6.0,22.5,2.5,25.0,4.5,196.0,0.0667,0.0308,0.1154,sedang,0,0,0
oncom leunca,100.0,195.0,11.5,9.5,18.5,1.5,380.0,4.5,205.5,0.059,0.0487,0.0949,sedang,0,0,0
oncom merah,100.0,195.0,13.0,6.0,22.5,2.5,25.0,4.5,196.0,0.0667,0.0308,0.1154,sedang,0,0,0
onde-onde,100.0,235.0,4.5,6.5,38.5,15.5,85.0,1.5,230.5,0.0191,0.0277,0.1638,sedang,0,0,0
onde-onde ketawa,100.0,285.0,5.5,9.5,42.5,18.5,95.0,1.5,277.5,0.0193,0.0333,0.1491,sedang,0,0,0
onde-onde mini,100.0,235.0,4.5,6.5,38.5,15.5,85.0,1.5,230.5,0.0191,0.0277,0.1638,sedang,0,0,0
onde-onde wijen,100.0,235.0,4.5,6.5,38.5,15.5,85.0,1.5,230.5,0.0191,0.0277,0.1638,sedang,0,0,0
ondol-ondol bambapuang,100.0,245.0,4.5,6.5,42.5,18.5,65.0,1.5,246.5,0.0184,0.0265,0.1735,sedang,0,0,0
opak,100.0,425.0,6.5,4.5,80.5,1.5,285.0,2.0,388.5,0.0153,0.0106,0.1894,tinggi,0,0,0
opor ayam,100.0,275.0,20.5,18.5,9.5,2.5,520.0,1.5,286.5,0.0745,0.0673,0.0345,sedang,1,0,0
opor ayam jogja,100.0,275.0,20.5,18.5,9.5,2.5,520.0,1.5,286.5,0.0745,0.0673,0.0345,sedang,1,0,0
opor cumi,100.0,245.0,14.5,16.5,8.5,2.5,540.0,1.5,240.5,0.0592,0.0673,0.0347,sedang,0,0,0
oseng-oseng mercon,100.0,295.0,18.5,19.5,7.5,2.0,580.0,1.5,279.5,0.0627,0.0661,0.0254,sedang,1,0,0
otak sapi,100.0,125.0,21.5,8.5,1.2,0.0,125.0,0.0,167.3,0.172,0.068,0.0096,sedang,1,0,0
otak-otak belitung,100.0,215.0,14.5,10.5,14.5,2.5,580.0,1.0,210.5,0.0674,0.0488,0.0674,sedang,0,0,0
otak-otak ikan mentah,100.0,195.0,12.5,8.5,14.5,2.5,580.0,0.8,184.5,0.0641,0.0436,0.0744,sedang,0,0,0
ote-ote surabaya,100.0,245.0,6.5,12.5,27.5,2.0,480.0,2.0,248.5,0.0265,0.051,0.1122,sedang,0,0,0
oyong gambas,100.0,20.0,1.2,0.2,4.4,2.0,3.0,1.1,24.2,0.06,0.01,0.22,rendah,0,0,0
paha ayam,100.0,210.0,20.5,14.0,0.0,0.0,85.0,0.0,208.0,0.0976,0.0667,0.0,sedang,1,0,0
pais badar,100.0,165.0,16.5,7.5,8.5,1.5,480.0,1.5,167.5,0.1,0.0455,0.0515,sedang,1,0,0
pakis sayur,100.0,34.0,4.6,0.4,5.5,0.8,9.0,3.6,44.0,0.1353,0.0118,0.1618,rendah,0,0,0
pala,100.0,525.0,5.8,36.3,49.3,2.9,16.0,20.8,547.1,0.011,0.0691,0.0939,sangat tinggi,0,1,0
pala bubuk,100.0,525.0,5.8,36.3,49.3,2.9,16.0,20.8,547.1,0.011,0.0691,0.0939,sangat tinggi,0,1,0
palai bada,100.0,165.0,16.5,7.5,6.5,1.5,520.0,1.2,159.5,0.1,0.0455,0.0394,sedang,1,0,0
paliat banjar,100.0,215.0,14.5,9.5,7.5,2.0,540.0,1.5,173.5,0.0674,0.0442,0.0349,sedang,0,0,0
pallubasa makassar,100.0,265.0,16.5,16.5,9.5,2.0,580.0,1.4,252.5,0.0623,0.0623,0.0358,sedang,1,0,0
palumara sulteng,100.0,165.0,18.5,8.5,5.5,1.5,460.0,1.4,172.5,0.1121,0.0515,0.0333,sedang,1,0,0
pangsit goreng manado,100.0,285.0,8.5,14.5,30.5,3.5,520.0,2.0,286.5,0.0298,0.0509,0.107,sedang,0,0,0
paniki manado,100.0,285.0,22.5,18.5,7.5,1.5,540.0,1.5,286.5,0.0789,0.0649,0.0263,sedang,1,0,0
papeda sagu,100.0,215.0,0.5,0.2,53.5,0.5,8.0,1.5,217.8,0.0023,0.0009,0.2488,sedang,0,0,0
paprika,100.0,31.0,1.0,0.3,6.0,4.2,4.0,2.1,30.7,0.0323,0.0097,0.1935,rendah,0,0,0
paprika bubuk,100.0,282.0,14.1,12.9,53.9,10.3,68.0,34.9,388.1,0.05,0.0457,0.1911,sedang,0,1,0
paprika hijau,100.0,31.0,1.0,0.3,6.0,4.2,4.0,2.1,30.7,0.0323,0.0097,0.1935,rendah,0,0,0
paprika kuning,100.0,27.0,1.0,0.2,6.3,3.5,2.0,0.9,31.0,0.037,0.0074,0.2333,rendah,0,0,0
paprika merah,100.0,31.0,1.0,0.3,6.0,4.2,4.0,2.1,30.7,0.0323,0.0097,0.1935,rendah,0,0,0
pare,100.0,19.0,1.0,0.2,4.3,1.9,6.0,2.0,23.0,0.0526,0.0105,0.2263,rendah,0,0,0
parende,100.0,165.0,17.5,6.5,8.5,2.0,540.0,1.5,162.5,0.1061,0.0394,0.0515,sedang,1,0,0
paru goreng,100.0,295.0,18.5,22.5,5.5,1.0,480.0,0.5,298.5,0.0627,0.0763,0.0186,sedang,1,0,0
paru rica,100.0,295.0,18.5,22.5,5.5,1.0,580.0,0.5,298.5,0.0627,0.0763,0.0186,sedang,1,0,0
paru sapi,100.0,90.0,16.5,2.2,0.0,0.0,115.0,0.0,85.8,0.1833,0.0244,0.0,rendah,1,0,0
pastel,100.0,285.0,8.5,14.5,30.5,3.5,520.0,2.0,286.5,0.0298,0.0509,0.107,sedang,0,0,0
patin baubar,100.0,195.0,17.5,11.5,5.5,1.5,510.0,1.0,195.5,0.0897,0.059,0.0282,sedang,1,0,0
pecak ikan,100.0,155.0,18.5,7.5,6.5,1.2,420.0,1.4,167.5,0.1194,0.0484,0.0419,sedang,1,0,0
pecel pitik banyuwangi,100.0,218.0,15.8,11.5,14.2,2.8,380.0,2.5,223.5,0.0725,0.0528,0.0651,sedang,1,0,0
pecel sayur,100.0,135.0,6.5,7.8,12.5,3.0,380.0,3.5,146.2,0.0481,0.0578,0.0926,sedang,0,0,0
pecel tumpang,100.0,195.0,6.5,8.2,25.0,2.5,480.0,2.8,199.8,0.0333,0.0421,0.1282,sedang,0,0,0
pekak bunga lawang,100.0,337.0,17.6,15.9,50.0,0.0,16.0,14.6,413.5,0.0522,0.0472,0.1484,tinggi,1,1,0
pempek adaan,100.0,225.0,12.5,7.8,28.0,2.5,540.0,0.5,232.2,0.0556,0.0347,0.1244,sedang,0,0,0
pempek kapal selam,100.0,285.0,14.3,9.8,35.5,3.8,612.0,0.6,287.4,0.0502,0.0344,0.1246,sedang,0,0,1
pempek kulit,100.0,235.0,13.5,8.5,28.5,2.5,560.0,0.5,244.5,0.0574,0.0362,0.1213,sedang,0,0,0
pempek lenjer,100.0,215.0,11.5,6.5,28.5,2.8,520.0,0.5,218.5,0.0535,0.0302,0.1326,sedang,0,0,0
pendap,100.0,195.0,16.5,9.5,8.5,2.0,540.0,1.5,185.5,0.0846,0.0487,0.0436,sedang,1,0,0
pengkang,100.0,215.0,4.5,5.5,38.5,14.5,65.0,1.5,221.5,0.0209,0.0256,0.1791,sedang,0,0,0
pepaya,100.0,43.0,0.5,0.3,11.0,7.8,8.0,1.7,48.7,0.0116,0.007,0.2558,rendah,0,0,0
pepaya bangkok,100.0,43.0,0.5,0.3,11.0,7.8,8.0,1.7,48.7,0.0116,0.007,0.2558,rendah,0,0,0
